year,month,gear,SPECIES_CODE,SPECIES_COMMON_NAME,landed_kg,hooksTraps,minutes,FENoGear,covid
2013,5,HOOK AND LINE,124,CHINOOK SALMON,32.46,0,2876,2,0
2013,5,MIDWATER TRAWL,225,PACIFIC HAKE,4197191.8,0,47028,0,0
2013,5,UNSPECIFIED,225,PACIFIC HAKE,1.78,0,0,1,0
2013,5,BOTTOM TRAWL,231,EELPOUTS,388.96,0,114,0,0
2013,5,UNSPECIFIED,231,EELPOUTS,13.34,0,0,1,0
2013,5,MIDWATER TRAWL,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,1696.83,0,2949,0,0
2013,5,UNSPECIFIED,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,174.7,0,0,1,0
2013,5,BOTTOM TRAWL,401,REDBANDED ROCKFISH,16490.33,0,38401,0,0
2013,5,HOOK AND LINE,401,REDBANDED ROCKFISH,25986.96,353295,313702,76,0
2013,5,HOOK AND LINE,405,SILVERGRAY ROCKFISH,9820.77,263552,224820,97,0
2013,5,HOOK AND LINE,409,DUSKY ROCKFISH,6.21,1200,392,0,0
2013,5,BOTTOM TRAWL,414,GREENSTRIPED ROCKFISH,918.27,0,6988,0,0
2013,5,HOOK AND LINE,421,ROSETHORN ROCKFISH,147.06,100580,69679,18,0
2013,5,TRAP,421,ROSETHORN ROCKFISH,2.8,596,19101,0,0
2013,5,HOOK AND LINE,424,QUILLBACK ROCKFISH,10897.78,224542,176433,79,0
2013,5,HOOK AND LINE,426,BLACK ROCKFISH,747.7,5078,20284,43,0
2013,5,MIDWATER TRAWL,435,BOCACCIO,117.8,0,917,0,0
2013,5,BOTTOM TRAWL,440,YELLOWMOUTH ROCKFISH,128274.17,0,25583,0,0
2013,5,MIDWATER TRAWL,440,YELLOWMOUTH ROCKFISH,88217,0,4819,0,0
2013,5,TRAP,442,YELLOWEYE ROCKFISH,2.1,75,2331,0,0
2013,5,UNSPECIFIED,451,SHORTSPINE THORNYHEAD,41.78,0,0,1,0
2013,5,BOTTOM TRAWL,467,LINGCOD,13203.9,0,52372,0,0
2013,5,BOTTOM TRAWL,596,PACIFIC SANDDAB,597.87,0,1832,0,0
2013,5,BOTTOM TRAWL,602,ARROWTOOTH FLOUNDER,260290.47,0,19136,0,0
2013,5,MIDWATER TRAWL,602,ARROWTOOTH FLOUNDER,406.18,0,1436,0,0
2013,5,UNSPECIFIED,602,ARROWTOOTH FLOUNDER,925.94,0,0,5,0
2013,5,BOTTOM TRAWL,610,REX SOLE,25127.48,0,32509,0,0
2013,5,BOTTOM TRAWL,612,FLATHEAD SOLE,1154.17,0,2627,0,0
2013,5,HOOK AND LINE,614,PACIFIC HALIBUT,471765.93,861574,688157,204,0
2013,5,HOOK AND LINE,621,SOUTHERN ROCK SOLE,9.67,8950,940,0,0
2013,5,BOTTOM TRAWL,626,DOVER SOLE,166328.39,0,63907,0,0
2013,5,HOOK AND LINE,626,DOVER SOLE,2.22,1350,358,1,0
2013,5,BOTTOM TRAWL,628,ENGLISH SOLE,65705.19,0,62709,0,0
2013,5,UNSPECIFIED,222,PACIFIC COD,29.34,0,0,1,0
2013,5,BOTTOM TRAWL,225,PACIFIC HAKE,51.13,0,1230,0,0
2013,5,UNSPECIFIED,228,WALLEYE POLLOCK,16,0,0,1,0
2013,5,BOTTOM TRAWL,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,49241.66,0,20467,0,0
2013,5,MIDWATER TRAWL,396,PACIFIC OCEAN PERCH,19997.59,0,5456,0,0
2013,5,MIDWATER TRAWL,403,SHORTRAKER ROCKFISH,15.12,0,753,0,0
2013,5,BOTTOM TRAWL,407,COPPER ROCKFISH,243.61,0,945,0,0
2013,5,HOOK AND LINE,407,COPPER ROCKFISH,1301.12,39062,25666,32,0
2013,5,BOTTOM TRAWL,410,DARKBLOTCHED ROCKFISH,14888.72,0,19047,0,0
2013,5,MIDWATER TRAWL,417,WIDOW ROCKFISH,210167.84,0,12344,0,0
2013,5,BOTTOM TRAWL,421,ROSETHORN ROCKFISH,221.04,0,4837,0,0
2013,5,HOOK AND LINE,431,CHINA ROCKFISH,1098.68,68120,39006,40,0
2013,5,HOOK AND LINE,433,TIGER ROCKFISH,414.18,68460,32694,25,0
2013,5,MIDWATER TRAWL,437,CANARY ROCKFISH,8581.61,0,5437,0,0
2013,5,BOTTOM TRAWL,439,REDSTRIPE ROCKFISH,47004.89,0,17303,0,0
2013,5,HOOK AND LINE,442,YELLOWEYE ROCKFISH,28440.99,384083,308809,157,0
2013,5,BOTTOM TRAWL,451,SHORTSPINE THORNYHEAD,78561.27,0,74536,0,0
2013,5,MIDWATER TRAWL,467,LINGCOD,81.73,0,893,0,0
2013,5,UNSPECIFIED,610,REX SOLE,909.93,0,0,2,0
2013,5,UNSPECIFIED,626,DOVER SOLE,660.56,0,0,1,0
2013,5,BOTTOM TRAWL,631,STARRY FLOUNDER,68.79,0,1062,0,0
2013,5,BOTTOM TRAWL,636,SAND SOLE,5130.65,0,11649,0,0
2013,5,BOTTOM TRAWL,418,YELLOWTAIL ROCKFISH,170822.17,0,26965,0,0
2013,5,HOOK AND LINE,418,YELLOWTAIL ROCKFISH,821.77,124388,69651,32,0
2013,5,UNSPECIFIED,421,ROSETHORN ROCKFISH,4.89,0,0,2,0
2013,5,BOTTOM TRAWL,424,QUILLBACK ROCKFISH,16.89,0,305,0,0
2013,5,UNSPECIFIED,424,QUILLBACK ROCKFISH,1.33,0,0,1,0
2013,5,BOTTOM TRAWL,426,BLACK ROCKFISH,12.88,0,272,0,0
2013,5,HOOK AND LINE,428,VERMILION ROCKFISH,445.03,33426,26934,27,0
2013,5,HOOK AND LINE,435,BOCACCIO,2016.14,74862,83471,48,0
2013,5,BOTTOM TRAWL,437,CANARY ROCKFISH,91877.74,0,28520,0,0
2013,5,UNSPECIFIED,437,CANARY ROCKFISH,1.33,0,0,1,0
2013,5,HOOK AND LINE,439,REDSTRIPE ROCKFISH,39.56,103,6095,0,0
2013,5,HOOK AND LINE,440,YELLOWMOUTH ROCKFISH,491.71,34305,36724,9,0
2013,5,MIDWATER TRAWL,450,SHARPCHIN ROCKFISH,58.22,0,512,0,0
2013,5,UNSPECIFIED,450,SHARPCHIN ROCKFISH,44,0,0,2,0
2013,5,HOOK AND LINE,451,SHORTSPINE THORNYHEAD,5989.26,458005,321278,77,0
2013,5,TRAP,451,SHORTSPINE THORNYHEAD,279.83,6276,296801,34,0
2013,5,BOTTOM TRAWL,453,LONGSPINE THORNYHEAD,2333.86,0,30825,0,0
2013,5,BOTTOM TRAWL,455,SABLEFISH,21894.85,0,68974,0,0
2013,5,HOOK AND LINE,455,SABLEFISH,112671.63,592395,422014,88,0
2013,5,TRAP,455,SABLEFISH,118039.94,11928,558685,72,0
2013,5,HOOK AND LINE,602,ARROWTOOTH FLOUNDER,1.33,6,562,0,0
2013,5,BOTTOM TRAWL,607,PETRALE SOLE,47755.05,0,57375,0,0
2013,5,BOTTOM TRAWL,614,PACIFIC HALIBUT,88.9,0,289,0,0
2013,5,BOTTOM TRAWL,619,BUTTER SOLE,30.23,0,133,0,0
2013,5,BOTTOM TRAWL,621,SOUTHERN ROCK SOLE,124642.92,0,30858,0,0
2013,5,BOTTOM TRAWL,625,SLENDER SOLE,11.56,0,0,0,0
2013,5,BOTTOM TRAWL,635,CURLFIN SOLE,2899.55,0,7897,0,0
2013,5,BOTTOM TRAWL,540,CABEZON,36.08,0,205,0,0
2013,5,BOTTOM TRAWL,605,DEEPSEA SOLE,0.89,0,0,0,0
2013,5,HOOK AND LINE,607,PETRALE SOLE,45.11,16200,7436,0,0
2013,5,UNSPECIFIED,612,FLATHEAD SOLE,4,0,0,1,0
2013,5,TRAP,614,PACIFIC HALIBUT,374.76,1017,29368,0,0
2013,5,UNSPECIFIED,614,PACIFIC HALIBUT,30.23,0,0,2,0
2013,5,UNSPECIFIED,635,CURLFIN SOLE,23.56,0,0,2,0
2013,6,BOTTOM TRAWL,44,SPINY DOGFISH,729.1,0,2201,0,0
2013,6,MIDWATER TRAWL,44,SPINY DOGFISH,1149.21,0,1011,0,0
2013,6,HOOK AND LINE,56,BIG SKATE,3360.76,60160,53577,15,0
2013,6,HOOK AND LINE,59,LONGNOSE SKATE,25165.97,328965,227798,36,0
2013,6,BOTTOM TRAWL,66,SPOTTED RATFISH,5061.29,0,2537,0,0
2013,6,MIDWATER TRAWL,222,PACIFIC COD,4,0,0,0,0
2013,6,BOTTOM TRAWL,225,PACIFIC HAKE,52484.94,0,1695,0,0
2013,6,MIDWATER TRAWL,228,WALLEYE POLLOCK,14769.17,0,796,0,0
2013,6,UNSPECIFIED,228,WALLEYE POLLOCK,178.25,0,0,2,0
2013,6,BOTTOM TRAWL,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,47749.9,0,19645,0,0
2013,6,HOOK AND LINE,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,28039.01,229558,119137,4,0
2013,6,BOTTOM TRAWL,403,SHORTRAKER ROCKFISH,4361.98,0,8361,0,0
2013,6,UNSPECIFIED,410,DARKBLOTCHED ROCKFISH,16.89,0,0,1,0
2013,6,HOOK AND LINE,414,GREENSTRIPED ROCKFISH,20.01,25350,12806,1,0
2013,6,BOTTOM TRAWL,417,WIDOW ROCKFISH,13856.83,0,6914,0,0
2013,6,BOTTOM TRAWL,58,SANDPAPER SKATE,719.2,0,1344,0,0
2013,6,BOTTOM TRAWL,59,LONGNOSE SKATE,24456.39,0,47401,0,0
2013,6,UNSPECIFIED,66,SPOTTED RATFISH,327.61,0,0,3,0
2013,6,BOTTOM TRAWL,222,PACIFIC COD,270230.21,0,93858,0,0
2013,6,MIDWATER TRAWL,225,PACIFIC HAKE,5625824.35,0,54101,0,0
2013,6,BOTTOM TRAWL,228,WALLEYE POLLOCK,16826.99,0,30360,0,0
2013,6,MIDWATER TRAWL,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,6271.4,0,4321,0,0
2013,6,BOTTOM TRAWL,396,PACIFIC OCEAN PERCH,284878.82,0,32400,0,0
2013,6,HOOK AND LINE,396,PACIFIC OCEAN PERCH,13.32,5175,3580,0,0
2013,6,HOOK AND LINE,401,REDBANDED ROCKFISH,10515.55,269754,172256,8,0
2013,6,TRAP,401,REDBANDED ROCKFISH,332.78,5663,149892,1,0
2013,6,HOOK AND LINE,403,SHORTRAKER ROCKFISH,14275.27,138852,69061,2,0
2013,6,TRAP,403,SHORTRAKER ROCKFISH,59.66,846,22179,0,0
2013,6,HOOK AND LINE,405,SILVERGRAY ROCKFISH,3720.6,183423,171776,71,0
2013,6,BOTTOM TRAWL,412,SPLITNOSE ROCKFISH,16950.9,0,3377,0,0
2013,6,UNSPECIFIED,414,GREENSTRIPED ROCKFISH,16.45,0,0,1,0
2013,6,HOOK AND LINE,417,WIDOW ROCKFISH,4.36,600,1205,1,0
2013,6,MIDWATER TRAWL,418,YELLOWTAIL ROCKFISH,189468.62,0,14437,0,0
2013,6,BOTTOM TRAWL,424,QUILLBACK ROCKFISH,152.92,0,2257,0,0
2013,6,HOOK AND LINE,424,QUILLBACK ROCKFISH,14851.83,306704,255795,113,0
2013,6,HOOK AND LINE,428,VERMILION ROCKFISH,674.87,43506,34591,27,0
2013,6,HOOK AND LINE,435,BOCACCIO,1792.24,38787,70305,70,0
2013,6,UNSPECIFIED,435,BOCACCIO,19.56,0,0,3,0
2013,6,MIDWATER TRAWL,439,REDSTRIPE ROCKFISH,17315.56,0,4248,0,0
2013,6,BOTTOM TRAWL,440,YELLOWMOUTH ROCKFISH,51441.1,0,14228,0,0
2013,6,UNSPECIFIED,442,YELLOWEYE ROCKFISH,0.89,0,0,1,0
2013,6,BOTTOM TRAWL,450,SHARPCHIN ROCKFISH,5285.63,0,5299,0,0
2013,6,HOOK AND LINE,455,SABLEFISH,57479.38,353091,217028,6,0
2013,6,TRAP,455,SABLEFISH,70415.72,9454,253371,1,0
2013,6,UNSPECIFIED,455,SABLEFISH,15.07,0,0,1,0
2013,6,BOTTOM TRAWL,540,CABEZON,3.56,0,134,0,0
2013,6,BOTTOM TRAWL,602,ARROWTOOTH FLOUNDER,200206.37,0,26105,0,0
2013,6,UNSPECIFIED,602,ARROWTOOTH FLOUNDER,566.32,0,0,9,0
2013,6,UNSPECIFIED,612,FLATHEAD SOLE,78.24,0,0,1,0
2013,6,TRAP,614,PACIFIC HALIBUT,219.83,1045,30789,0,0
2013,6,BOTTOM TRAWL,619,BUTTER SOLE,32.45,0,140,0,0
2013,6,HOOK AND LINE,44,SPINY DOGFISH,32080.02,121250,37606,0,0
2013,6,UNSPECIFIED,58,SANDPAPER SKATE,7.11,0,0,1,0
2013,6,MIDWATER TRAWL,59,LONGNOSE SKATE,5.74,0,131,0,0
2013,6,UNSPECIFIED,59,LONGNOSE SKATE,0.44,0,0,1,0
2013,6,BOTTOM TRAWL,405,SILVERGRAY ROCKFISH,123060.83,0,33078,0,0
2013,6,BOTTOM TRAWL,407,COPPER ROCKFISH,1428.7,0,1709,0,0
2013,6,HOOK AND LINE,409,DUSKY ROCKFISH,13.77,1876,3446,0,0
2013,6,HOOK AND LINE,410,DARKBLOTCHED ROCKFISH,12.01,7100,2386,0,0
2013,6,BOTTOM TRAWL,414,GREENSTRIPED ROCKFISH,1436.56,0,5359,0,0
2013,6,MIDWATER TRAWL,414,GREENSTRIPED ROCKFISH,0.44,0,350,0,0
2013,6,BOTTOM TRAWL,421,ROSETHORN ROCKFISH,75.81,0,1250,0,0
2013,6,HOOK AND LINE,421,ROSETHORN ROCKFISH,185.95,99046,63867,1,0
2013,6,TRAP,421,ROSETHORN ROCKFISH,9.04,1476,38001,0,0
2013,6,HOOK AND LINE,426,BLACK ROCKFISH,893.3,10615,31308,55,0
2013,6,HOOK AND LINE,437,CANARY ROCKFISH,3727.17,213762,165225,71,0
2013,6,BOTTOM TRAWL,442,YELLOWEYE ROCKFISH,36.45,0,486,0,0
2013,6,HOOK AND LINE,442,YELLOWEYE ROCKFISH,28447.32,422312,377792,172,0
2013,6,BOTTOM TRAWL,446,HARLEQUIN ROCKFISH,28.26,0,108,0,0
2013,6,HOOK AND LINE,461,KELP GREENLING,313.04,12390,29434,62,0
2013,6,MIDWATER TRAWL,467,LINGCOD,93.57,0,508,0,0
2013,6,BOTTOM TRAWL,596,PACIFIC SANDDAB,188.03,0,1799,0,0
2013,6,HOOK AND LINE,607,PETRALE SOLE,25.75,3325,1918,0,0
2013,6,BOTTOM TRAWL,610,REX SOLE,35072.32,0,37284,0,0
2013,6,UNSPECIFIED,610,REX SOLE,142.25,0,0,4,0
2013,6,BOTTOM TRAWL,612,FLATHEAD SOLE,3106.55,0,2663,0,0
2013,6,HOOK AND LINE,614,PACIFIC HALIBUT,357011.82,733171,581225,138,0
2013,6,HOOK AND LINE,621,SOUTHERN ROCK SOLE,4.84,1200,95,0,0
2013,6,BOTTOM TRAWL,626,DOVER SOLE,236628.98,0,57413,0,0
2013,6,BOTTOM TRAWL,628,ENGLISH SOLE,54625.64,0,64271,0,0
2013,6,UNSPECIFIED,44,SPINY DOGFISH,341.39,0,0,3,0
2013,6,BOTTOM TRAWL,56,BIG SKATE,41669.22,0,49583,0,0
2013,6,HOOK AND LINE,58,SANDPAPER SKATE,880.49,11790,9942,1,0
2013,6,HOOK AND LINE,222,PACIFIC COD,1189.27,69294,28782,7,0
2013,6,UNSPECIFIED,225,PACIFIC HAKE,957.06,0,0,5,0
2013,6,TRAP,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,1217.04,7421,192815,0,0
2013,6,MIDWATER TRAWL,396,PACIFIC OCEAN PERCH,27545.74,0,5400,0,0
2013,6,BOTTOM TRAWL,401,REDBANDED ROCKFISH,24428.49,0,33683,0,0
2013,6,MIDWATER TRAWL,405,SILVERGRAY ROCKFISH,9134.39,0,4796,0,0
2013,6,HOOK AND LINE,407,COPPER ROCKFISH,2091.03,56795,52075,53,0
2013,6,BOTTOM TRAWL,410,DARKBLOTCHED ROCKFISH,2811.06,0,4871,0,0
2013,6,HOOK AND LINE,418,YELLOWTAIL ROCKFISH,564,43534,44773,55,0
2013,6,UNSPECIFIED,421,ROSETHORN ROCKFISH,1.33,0,0,1,0
2013,6,BOTTOM TRAWL,426,BLACK ROCKFISH,19.11,0,108,0,0
2013,6,HOOK AND LINE,433,TIGER ROCKFISH,326.39,60873,49846,27,0
2013,6,MIDWATER TRAWL,435,BOCACCIO,177.04,0,1280,0,0
2013,6,BOTTOM TRAWL,437,CANARY ROCKFISH,17849.55,0,21416,0,0
2013,6,BOTTOM TRAWL,439,REDSTRIPE ROCKFISH,28711.84,0,10465,0,0
2013,6,HOOK AND LINE,439,REDSTRIPE ROCKFISH,20.97,2416,4823,9,0
2013,6,MIDWATER TRAWL,440,YELLOWMOUTH ROCKFISH,68225.04,0,2588,0,0
2013,6,TRAP,451,SHORTSPINE THORNYHEAD,86.92,3397,88824,1,0
2013,6,BOTTOM TRAWL,453,LONGSPINE THORNYHEAD,11867.49,0,76394,0,0
2013,6,MIDWATER TRAWL,455,SABLEFISH,8.08,0,0,0,0
2013,6,BOTTOM TRAWL,467,LINGCOD,88481.92,0,71665,0,0
2013,6,MIDWATER TRAWL,602,ARROWTOOTH FLOUNDER,187.23,0,439,0,0
2013,6,BOTTOM TRAWL,607,PETRALE SOLE,91450.84,0,67384,0,0
2013,6,BOTTOM TRAWL,614,PACIFIC HALIBUT,173.36,0,0,0,0
2013,6,BOTTOM TRAWL,621,SOUTHERN ROCK SOLE,160200.11,0,34925,0,0
2013,6,BOTTOM TRAWL,631,STARRY FLOUNDER,187.7,0,315,0,0
2013,6,BOTTOM TRAWL,635,CURLFIN SOLE,343.74,0,2897,0,0
2013,6,MIDWATER TRAWL,417,WIDOW ROCKFISH,204418.57,0,14885,0,0
2013,6,BOTTOM TRAWL,418,YELLOWTAIL ROCKFISH,41245.59,0,14286,0,0
2013,6,HOOK AND LINE,431,CHINA ROCKFISH,1627.91,93044,61762,55,0
2013,6,BOTTOM TRAWL,435,BOCACCIO,1389.87,0,5007,0,0
2013,6,MIDWATER TRAWL,437,CANARY ROCKFISH,6589.44,0,7323,0,0
2013,6,HOOK AND LINE,440,YELLOWMOUTH ROCKFISH,39.11,7725,3928,2,0
2013,6,MIDWATER TRAWL,450,SHARPCHIN ROCKFISH,98.05,0,801,0,0
2013,6,UNSPECIFIED,450,SHARPCHIN ROCKFISH,43.56,0,0,1,0
2013,6,BOTTOM TRAWL,451,SHORTSPINE THORNYHEAD,108492.05,0,103650,0,0
2013,6,HOOK AND LINE,451,SHORTSPINE THORNYHEAD,2841.43,217765,125001,1,0
2013,6,BOTTOM TRAWL,455,SABLEFISH,23955.16,0,97580,0,0
2013,6,HOOK AND LINE,467,LINGCOD,112002.4,376280,429117,309,0
2013,6,TRAP,467,LINGCOD,16.06,221,7836,0,0
2013,6,HOOK AND LINE,602,ARROWTOOTH FLOUNDER,17.35,10,1976,2,0
2013,6,UNSPECIFIED,614,PACIFIC HALIBUT,13.78,0,0,3,0
2013,6,UNSPECIFIED,635,CURLFIN SOLE,27.11,0,0,3,0
2013,6,BOTTOM TRAWL,636,SAND SOLE,319.6,0,3344,0,0
2013,7,MIDWATER TRAWL,44,SPINY DOGFISH,6275.71,0,2826,0,0
2013,7,HOOK AND LINE,56,BIG SKATE,8566.16,135784,81284,9,0
2013,7,MIDWATER TRAWL,59,LONGNOSE SKATE,82,0,245,0,0
2013,7,BOTTOM TRAWL,66,SPOTTED RATFISH,990.39,0,1422,0,0
2013,7,BOTTOM TRAWL,124,CHINOOK SALMON,4.45,0,0,0,0
2013,7,MIDWATER TRAWL,222,PACIFIC COD,3775.2,0,845,0,0
2013,7,MIDWATER TRAWL,228,WALLEYE POLLOCK,419534.26,0,5002,0,0
2013,7,HOOK AND LINE,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,42881.48,276857,121944,11,0
2013,7,TRAP,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,1444.88,2040,94855,0,0
2013,7,BOTTOM TRAWL,401,REDBANDED ROCKFISH,16388.57,0,23983,0,0
2013,7,BOTTOM TRAWL,403,SHORTRAKER ROCKFISH,274.87,0,2959,0,0
2013,7,BOTTOM TRAWL,405,SILVERGRAY ROCKFISH,75099.36,0,41899,0,0
2013,7,UNSPECIFIED,44,SPINY DOGFISH,92.46,0,0,3,0
2013,7,BOTTOM TRAWL,56,BIG SKATE,58045.68,0,57309,0,0
2013,7,HOOK AND LINE,58,SANDPAPER SKATE,1030.18,32820,21706,0,0
2013,7,BOTTOM TRAWL,59,LONGNOSE SKATE,15649.91,0,41090,0,0
2013,7,UNSPECIFIED,66,SPOTTED RATFISH,143.59,0,0,6,0
2013,7,MIDWATER TRAWL,225,PACIFIC HAKE,7585616.81,0,66992,0,0
2013,7,UNSPECIFIED,225,PACIFIC HAKE,441.85,0,0,2,0
2013,7,MIDWATER TRAWL,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,8393.08,0,5787,0,0
2013,7,BOTTOM TRAWL,396,PACIFIC OCEAN PERCH,272671.83,0,25300,0,0
2013,7,MIDWATER TRAWL,396,PACIFIC OCEAN PERCH,56911.78,0,10139,0,0
2013,7,HOOK AND LINE,401,REDBANDED ROCKFISH,16132.43,290664,198097,20,0
2013,7,TRAP,401,REDBANDED ROCKFISH,0.56,65,1510,0,0
2013,7,HOOK AND LINE,407,COPPER ROCKFISH,2288.23,86831,59331,50,0
2013,7,MIDWATER TRAWL,418,YELLOWTAIL ROCKFISH,152155.79,0,19191,0,0
2013,7,BOTTOM TRAWL,44,SPINY DOGFISH,1810.91,0,5161,0,0
2013,7,HOOK AND LINE,44,SPINY DOGFISH,53189.81,119736,48021,1,0
2013,7,MIDWATER TRAWL,56,BIG SKATE,8.68,0,245,0,0
2013,7,BOTTOM TRAWL,58,SANDPAPER SKATE,32.45,0,379,0,0
2013,7,HOOK AND LINE,59,LONGNOSE SKATE,22510.67,400012,241434,31,0
2013,7,BOTTOM TRAWL,225,PACIFIC HAKE,73941.65,0,790,0,0
2013,7,UNSPECIFIED,228,WALLEYE POLLOCK,18.67,0,0,2,0
2013,7,BOTTOM TRAWL,394,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,23561.26,0,4973,0,0
2013,7,HOOK AND LINE,405,SILVERGRAY ROCKFISH,3221.9,226690,164644,41,0
2013,7,HOOK AND LINE,412,SPLITNOSE ROCKFISH,0.89,1950,142,0,0
2013,7,UNSPECIFIED,412,SPLITNOSE ROCKFISH,48.9,0,0,2,0
2013,7,MIDWATER TRAWL,414,GREENSTRIPED ROCKFISH,1.78,0,216,0,0
2013,7,MIDWATER TRAWL,417,WIDOW ROCKFISH,341130.27,0,22503,0,0
2013,7,BOTTOM TRAWL,418,YELLOWTAIL ROCKFISH,49631.81,0,19414,0,0
2013,7,HOOK AND LINE,428,VERMILION ROCKFISH,588.79,39565,25242,22,0
2013,7,HOOK AND LINE,431,CHINA ROCKFISH,1324.11,88536,69750,46,0
2013,7,BOTTOM TRAWL,433,TIGER ROCKFISH,1.78,0,130,0,0
2013,7,MIDWATER TRAWL,437,CANARY ROCKFISH,896.91,0,7573,0,0
2013,7,BOTTOM TRAWL,440,YELLOWMOUTH ROCKFISH,98279.66,0,14932,0,0
2013,7,HOOK AND LINE,440,YELLOWMOUTH ROCKFISH,293.28,20180,16544,0,0
2013,7,HOOK AND LINE,442,YELLOWEYE ROCKFISH,35691.97,493896,494831,198,0
2013,7,UNSPECIFIED,442,YELLOWEYE ROCKFISH,3.11,0,0,1,0
2013,7,UNSPECIFIED,450,SHARPCHIN ROCKFISH,63.57,0,0,1,0
2013,7,BOTTOM TRAWL,451,SHORTSPINE THORNYHEAD,40940.71,0,47221,0,0
2013,7,MIDWATER TRAWL,467,LINGCOD,2224.91,0,2852,0,0
2013,7,BOTTOM TRAWL,602,ARROWTOOTH FLOUNDER,74231.08,0,14071,0,0
2013,7,HOOK AND LINE,602,ARROWTOOTH FLOUNDER,11,9,1242,0,0
2013,7,UNSPECIFIED,602,ARROWTOOTH FLOUNDER,463.19,0,0,8,0
2013,7,MIDWATER TRAWL,607,PETRALE SOLE,2375.11,0,461,0,0
2013,7,BOTTOM TRAWL,610,REX SOLE,13650.33,0,20764,0,0
2013,7,BOTTOM TRAWL,626,DOVER SOLE,112093.21,0,35472,0,0
2013,7,MIDWATER TRAWL,628,ENGLISH SOLE,316.42,0,1405,0,0
2013,7,BOTTOM TRAWL,636,SAND SOLE,147.13,0,1121,0,0
2013,7,HOOK AND LINE,51,SKATES,5.72,900,631,0,0
2013,7,MIDWATER TRAWL,124,CHINOOK SALMON,118.24,0,0,0,0
2013,7,BOTTOM TRAWL,222,PACIFIC COD,288415.48,0,77967,0,0
2013,7,HOOK AND LINE,222,PACIFIC COD,1160.31,51090,30079,8,0
2013,7,BOTTOM TRAWL,228,WALLEYE POLLOCK,14976.63,0,15852,0,0
2013,7,HOOK AND LINE,396,PACIFIC OCEAN PERCH,4.46,2250,865,0,0
2013,7,HOOK AND LINE,398,BROWN ROCKFISH,1.77,0,987,3,0
2013,7,HOOK AND LINE,400,AURORA ROCKFISH,6.67,6350,989,0,0
2013,7,HOOK AND LINE,403,SHORTRAKER ROCKFISH,10161.67,167052,71199,2,0
2013,7,TRAP,403,SHORTRAKER ROCKFISH,94.23,776,33482,0,0
2013,7,MIDWATER TRAWL,405,SILVERGRAY ROCKFISH,3163.41,0,5834,0,0
2013,7,BOTTOM TRAWL,407,COPPER ROCKFISH,2.22,0,95,0,0
2013,7,BOTTOM TRAWL,410,DARKBLOTCHED ROCKFISH,416.25,0,2755,0,0
2013,7,BOTTOM TRAWL,412,SPLITNOSE ROCKFISH,19517.53,0,2894,0,0
2013,7,UNSPECIFIED,414,GREENSTRIPED ROCKFISH,37.34,0,0,3,0
2013,7,HOOK AND LINE,417,WIDOW ROCKFISH,1.78,400,247,0,0
2013,7,HOOK AND LINE,418,YELLOWTAIL ROCKFISH,604.83,30322,34612,47,0
2013,7,BOTTOM TRAWL,421,ROSETHORN ROCKFISH,375.16,0,2889,0,0
2013,7,UNSPECIFIED,421,ROSETHORN ROCKFISH,24.45,0,0,2,0
2013,7,BOTTOM TRAWL,424,QUILLBACK ROCKFISH,18.23,0,114,0,0
2013,7,HOOK AND LINE,433,TIGER ROCKFISH,343.74,83040,50291,11,0
2013,7,HOOK AND LINE,435,BOCACCIO,945.49,17406,39293,46,0
2013,7,BOTTOM TRAWL,437,CANARY ROCKFISH,50147.05,0,23139,0,0
2013,7,HOOK AND LINE,439,REDSTRIPE ROCKFISH,11.23,28,3456,1,0
2013,7,BOTTOM TRAWL,442,YELLOWEYE ROCKFISH,249.37,0,825,0,0
2013,7,BOTTOM TRAWL,450,SHARPCHIN ROCKFISH,6188.35,0,5663,0,0
2013,7,BOTTOM TRAWL,453,LONGSPINE THORNYHEAD,5543.51,0,29726,0,0
2013,7,HOOK AND LINE,455,SABLEFISH,64902.34,376670,213627,10,0
2013,7,TRAP,455,SABLEFISH,31443.72,4829,246748,0,0
2013,7,HOOK AND LINE,461,KELP GREENLING,340.88,33120,28062,54,0
2013,7,BOTTOM TRAWL,607,PETRALE SOLE,97710.44,0,67103,0,0
2013,7,HOOK AND LINE,607,PETRALE SOLE,4.45,2325,806,0,0
2013,7,UNSPECIFIED,610,REX SOLE,238.27,0,0,7,0
2013,7,BOTTOM TRAWL,619,BUTTER SOLE,36.46,0,170,0,0
2013,7,BOTTOM TRAWL,621,SOUTHERN ROCK SOLE,218812.63,0,60340,0,0
2013,7,MIDWATER TRAWL,621,SOUTHERN ROCK SOLE,93.44,0,216,0,0
